Date,Year,Month,Mdate,Weekday_End,Day,Hour,Town_Hall-West,Collins Place-South,Australia on Collins,Bourke Street Mall-South,Bourke Street Mall-North,Melbourne Central,Flagstaff Station,State Library,Collins Place-North,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Birrarung Marr,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge
3/14/2012,2012,3,14,10,4,4,48,10,9,4,5,21,1,18,5,3,2,4,2,2,7,36,39,27
3/14/2012,2012,3,14,10,4,5,87,55,18,24,12,27,75,19,29,41,25,22,13,21,24,61,113,52
3/14/2012,2012,3,14,10,4,6,266,246,72,94,72,128,625,79,180,561,135,51,22,148,126,347,509,208
3/14/2012,2012,3,14,10,4,7,761,835,409,375,189,306,2122,248,738,1083,413,132,43,339,335,880,1507,461
3/14/2012,2012,3,14,10,4,8,1857,2025,1046,951,588,956,5601,849,1887,2888,978,232,69,535,510,1723,3790,1016
3/14/2012,2012,3,14,10,4,9,1929,1289,945,1047,796,973,2600,854,975,1177,522,154,96,222,278,1161,1860,457
3/14/2012,2012,3,14,10,4,10,2492,735,1231,1358,1055,1261,1179,922,506,462,270,176,65,115,212,837,943,463
3/14/2012,2012,3,14,10,4,11,2562,658,1518,2066,1527,1566,828,1219,436,364,236,168,82,140,160,1130,1323,381
3/14/2012,2012,3,14,10,4,12,3510,1715,2678,3475,2776,2707,1347,2006,790,1090,516,342,114,406,291,1484,2090,565
3/14/2012,2012,3,14,10,4,13,3998,1834,2786,3930,3199,2891,1520,2279,699,945,448,253,107,358,330,1490,2335,550
3/14/2012,2012,3,14,10,4,14,3745,929,1928,2774,2263,2309,1047,1712,544,499,271,203,55,123,204,1219,1602,369
3/14/2012,2012,3,14,10,4,15,3751,821,1582,2665,2106,2458,1180,1888,553,586,203,219,88,148,203,1536,1731,431
3/14/2012,2012,3,14,10,4,16,3619,728,1382,2488,2072,2452,2243,1912,980,1186,460,162,80,232,282,1643,2298,640
3/14/2012,2012,3,14,10,4,17,3813,1305,1413,2515,1539,2595,3889,2267,1672,2352,747,306,114,559,590,2426,4027,1132
3/14/2012,2012,3,14,10,4,18,3018,864,840,1711,156,2262,1734,1594,817,961,438,390,117,428,969,1874,2443,729
3/14/2012,2012,3,14,10,4,19,2233,455,480,826,116,2023,651,1303,364,317,266,395,159,174,668,1119,1334,409
3/14/2012,2012,3,14,10,4,20,1793,342,314,659,79,1653,267,1123,163,165,264,451,163,93,212,968,1161,288
3/14/2012,2012,3,14,10,4,21,1267,176,208,447,61,1188,176,708,123,79,147,203,64,49,142,761,868,207
3/14/2012,2012,3,14,10,4,22,865,183,204,353,87,791,76,406,74,68,162,176,40,27,314,652,688,186
3/14/2012,2012,3,14,10,4,23,921,120,119,196,58,504,52,219,55,47,22,59,22,10,411,440,556,159
3/15/2012,2012,3,15,10,5,0,333,60,68,100,35,247,30,93,40,11,33,13,5,5,21,170,218,47
3/15/2012,2012,3,15,10,5,1,137,19,41,37,144,129,6,64,7,7,3,9,7,4,12,50,97,37
3/15/2012,2012,3,15,10,5,2,61,12,22,15,37,59,5,36,1,3,6,3,6,3,4,34,68,24
3/15/2012,2012,3,15,10,5,3,35,8,9,81,9,40,3,26,3,1,2,14,7,0,3,31,19,8
3/15/2012,2012,3,15,10,5,4,61,12,14,9,15,30,3,13,8,1,7,1,0,2,32,36,36,30
3/15/2012,2012,3,15,10,5,5,89,58,34,30,19,64,76,16,31,42,31,9,6,20,18,89,96,46
3/15/2012,2012,3,15,10,5,6,257,235,110,111,36,124,550,75,197,533,134,52,23,119,104,326,526,167
3/15/2012,2012,3,15,10,5,7,871,854,423,353,202,307,2348,311,698,1004,317,97,36,273,268,872,1374,386
3/15/2012,2012,3,15,10,5,8,1867,1970,1066,881,567,845,5379,739,1792,2668,953,188,55,397,261,1665,3892,1035
3/15/2012,2012,3,15,10,5,9,2062,1458,1260,964,759,945,3073,802,1172,1466,592,112,23,184,163,1180,1883,478
3/15/2012,2012,3,15,10,5,10,2420,695,1221,1394,1040,1100,1233,741,528,423,238,105,36,105,64,922,966,254
3/15/2012,2012,3,15,10,5,11,2611,682,1381,1950,1596,1400,842,1144,516,366,246,135,71,66,91,980,986,300
3/15/2012,2012,3,15,10,5,12,3969,1634,2558,3276,2682,2696,1104,2020,908,1049,527,366,214,477,320,1390,1760,458
3/15/2012,2012,3,15,10,5,13,4413,1634,2828,3688,3140,2791,1365,2125,949,927,375,360,147,365,160,1355,2070,445
3/15/2012,2012,3,15,10,5,14,3554,936,1946,2843,2242,2205,1005,1603,564,571,242,110,42,134,201,1222,1871,516
3/15/2012,2012,3,15,10,5,15,3482,718,1615,2656,2257,2293,1202,1766,587,621,254,178,69,140,110,1257,1604,455
3/15/2012,2012,3,15,10,5,16,3542,879,1486,2538,2015,2256,2137,1890,1072,1206,399,193,85,198,179,1606,2315,730
3/15/2012,2012,3,15,10,5,17,4002,1322,1630,2867,2324,2594,3766,2315,1655,2310,838,280,92,472,323,2341,3926,1124
3/15/2012,2012,3,15,10,5,18,3353,859,1035,2267,2032,2435,1774,1809,789,1007,569,285,134,330,316,1834,2420,608
3/15/2012,2012,3,15,10,5,19,2654,533,661,1243,1404,2069,639,1199,352,342,243,244,131,149,137,1348,1355,394
3/15/2012,2012,3,15,10,5,20,1961,290,392,813,853,1379,402,996,150,116,166,34,15,72,33,698,849,220
3/15/2012,2012,3,15,10,5,21,1144,172,256,442,341,1016,193,545,83,59,96,48,12,33,12,693,678,180
3/15/2012,2012,3,15,10,5,22,991,184,235,297,227,890,105,385,67,44,113,49,12,21,8,727,516,146
3/15/2012,2012,3,15,10,5,23,604,116,141,192,168,466,52,214,59,34,13,38,13,10,9,323,385,96
3/16/2012,2012,3,16,10,6,0,322,68,73,105,75,277,27,113,39,12,3,16,3,34,7,185,189,62
3/16/2012,2012,3,16,10,6,1,186,43,28,38,50,165,9,67,6,8,9,19,1,22,7,76,113,18
3/16/2012,2012,3,16,10,6,2,96,9,21,26,34,71,25,56,5,1,2,4,11,11,24,26,61,21
3/16/2012,2012,3,16,10,6,3,76,18,6,19,36,51,9,31,5,6,5,5,2,12,17,33,41,7
3/16/2012,2012,3,16,10,6,4,85,12,11,43,10,26,2,39,5,3,8,5,5,33,0,37,66,42
3/16/2012,2012,3,16,10,6,5,69,65,23,18,9,54,74,24,31,35,29,10,4,42,20,94,124,48
3/16/2012,2012,3,16,10,6,6,306,219,103,127,58,121,638,79,173,475,119,39,12,128,54,351,466,158
3/16/2012,2012,3,16,10,6,7,814,648,387,349,203,291,1928,259,697,1044,397,95,24,190,163,784,1369,301
3/16/2012,2012,3,16,10,6,8,1859,1704,1023,870,689,808,4775,685,1711,2422,855,247,94,444,265,1632,3393,856
3/16/2012,2012,3,16,10,6,9,2125,1307,1140,1288,979,982,3003,885,1086,1397,609,244,50,170,156,1220,1937,437
3/16/2012,2012,3,16,10,6,10,2622,741,1370,1618,1244,1283,1066,870,555,482,277,135,43,115,153,937,1150,428
3/16/2012,2012,3,16,10,6,11,2916,655,1677,2221,1804,1527,871,1078,531,370,257,121,42,132,150,1043,1225,333
3/16/2012,2012,3,16,10,6,12,4166,1458,2437,3539,2946,2377,1079,2052,753,1018,466,241,68,366,145,1281,1908,733
3/16/2012,2012,3,16,10,6,13,4325,1347,2902,4126,3462,2598,1303,2186,745,886,416,300,125,395,211,1317,2060,434
3/16/2012,2012,3,16,10,6,14,4044,861,2024,3221,2605,2625,896,1957,537,554,272,260,145,447,203,1412,1732,470
3/16/2012,2012,3,16,10,6,15,3820,697,1738,3252,2451,2290,1287,1781,657,678,282,149,72,165,146,1375,1736,503
3/16/2012,2012,3,16,10,6,16,3835,822,1727,3131,2409,2262,2198,1905,1059,1266,551,177,68,306,129,1585,2428,655
3/16/2012,2012,3,16,10,6,17,4247,1276,1837,3194,3045,2905,3284,2266,1441,2053,806,250,109,501,286,2501,3947,1163
3/16/2012,2012,3,16,10,6,18,4059,811,1288,2866,2799,2759,1431,2004,683,736,417,294,98,246,378,2298,2720,719
3/16/2012,2012,3,16,10,6,19,3211,583,919,2061,2135,2852,480,1687,315,329,243,377,131,159,515,1905,1811,484
3/16/2012,2012,3,16,10,6,20,2571,459,520,1400,1667,2603,257,1393,208,184,149,276,125,90,136,1395,1516,367
3/16/2012,2012,3,16,10,6,21,2246,306,329,789,804,2467,208,1275,160,91,170,260,108,56,71,1290,1285,325
3/16/2012,2012,3,16,10,6,22,2022,230,308,589,530,2004,178,1026,152,92,144,205,87,39,558,1477,1205,324
3/16/2012,2012,3,16,10,6,23,1691,214,188,437,362,1596,116,733,90,61,99,177,67,31,96,840,1227,258
3/17/2012,2012,3,17,20,7,0,1425,115,160,305,268,916,57,466,70,26,59,114,12,19,58,541,674,223
3/17/2012,2012,3,17,20,7,1,1015,48,120,200,125,621,32,271,35,24,27,39,16,11,25,245,348,90
3/17/2012,2012,3,17,20,7,2,1012,50,94,106,84,410,8,162,24,17,20,16,6,0,8,191,198,53
3/17/2012,2012,3,17,20,7,3,557,20,32,74,37,264,9,131,10,7,30,11,2,3,15,64,128,74
3/17/2012,2012,3,17,20,7,4,285,25,17,37,35,188,5,97,4,0,2,19,7,3,7,83,72,46
3/17/2012,2012,3,17,20,7,5,158,58,24,36,13,42,6,41,13,15,10,5,7,2,5,62,99,52
3/17/2012,2012,3,17,20,7,6,157,33,41,65,25,107,12,91,31,58,42,18,6,20,26,94,140,48
3/17/2012,2012,3,17,20,7,7,260,69,107,108,61,216,26,174,52,77,38,40,23,51,80,200,210,117
3/17/2012,2012,3,17,20,7,8,599,115,250,279,191,409,57,252,78,88,45,84,42,87,151,309,380,130
3/17/2012,2012,3,17,20,7,9,1264,215,615,863,730,836,94,500,112,151,114,175,65,103,176,653,698,215
3/17/2012,2012,3,17,20,7,10,2008,265,1101,1695,1232,1088,106,736,156,197,140,270,110,159,199,996,1048,312
3/17/2012,2012,3,17,20,7,11,2514,276,1355,2262,1792,1441,105,1040,243,200,105,345,202,170,255,1548,1353,402
3/17/2012,2012,3,17,20,7,12,2946,302,1688,2775,2303,2354,102,1446,188,185,118,360,219,160,339,1875,1613,429
3/17/2012,2012,3,17,20,7,13,3548,270,1488,3234,2709,2723,145,1679,215,139,104,418,254,192,380,2052,1585,442
3/17/2012,2012,3,17,20,7,14,3627,305,1526,3549,2909,2748,94,2026,179,174,102,419,273,170,373,1993,1890,531
3/17/2012,2012,3,17,20,7,15,3917,314,1524,3634,3181,3031,109,1994,225,104,141,420,321,175,436,2269,1870,627
3/17/2012,2012,3,17,20,7,16,3719,340,1379,3349,2839,2943,95,2138,220,122,93,369,252,188,471,2105,2071,633
3/17/2012,2012,3,17,20,7,17,3393,421,856,2601,2234,2744,49,1868,214,130,106,377,265,147,395,2641,1961,596
3/17/2012,2012,3,17,20,7,18,2844,480,552,1367,1723,2642,72,1533,178,193,164,530,311,129,429,3694,1717,488
3/17/2012,2012,3,17,20,7,19,2737,493,653,859,1362,2573,118,1426,169,203,177,555,210,87,336,4094,1768,461
3/17/2012,2012,3,17,20,7,20,2215,350,452,622,723,2524,89,1311,101,119,161,419,207,48,91,1821,1680,369
3/17/2012,2012,3,17,20,7,21,1949,283,341,631,595,2071,43,1047,91,88,115,376,210,50,185,1851,1571,367
3/17/2012,2012,3,17,20,7,22,1798,255,378,484,477,1711,64,1071,145,70,100,335,148,52,343,1854,1427,278
3/17/2012,2012,3,17,20,7,23,1931,273,370,523,441,1586,90,752,151,70,137,291,67,19,47,2060,1657,431
3/18/2012,2012,3,18,20,1,0,1697,207,288,483,379,1002,68,461,105,29,48,146,20,20,66,903,1181,300
3/18/2012,2012,3,18,20,1,1,1362,167,226,502,289,798,49,344,77,25,23,57,11,8,83,899,712,216
3/18/2012,2012,3,18,20,1,2,1256,128,223,327,260,645,53,259,85,18,14,50,7,3,35,714,426,175
3/18/2012,2012,3,18,20,1,3,1011,92,173,253,194,464,24,184,53,16,15,15,7,4,32,626,325,117
3/18/2012,2012,3,18,20,1,4,506,27,88,136,117,188,42,110,14,7,8,10,6,5,26,316,196,108
3/18/2012,2012,3,18,20,1,5,362,24,30,42,53,78,15,60,13,8,8,19,7,3,12,66,104,53
3/18/2012,2012,3,18,20,1,6,829,30,37,51,23,67,10,43,15,9,10,10,4,4,25,60,90,51
3/18/2012,2012,3,18,20,1,7,229,64,60,75,44,88,10,59,20,17,23,23,12,49,53,106,188,102
3/18/2012,2012,3,18,20,1,8,397,98,161,180,106,281,30,155,55,59,34,76,53,84,152,266,356,132
3/18/2012,2012,3,18,20,1,9,913,185,398,594,441,662,52,353,87,127,65,191,171,146,226,564,565,217
3/18/2012,2012,3,18,20,1,10,1873,269,855,1319,918,968,75,709,124,130,99,294,300,188,302,1040,892,329
3/18/2012,2012,3,18,20,1,11,2515,268,1173,1882,1496,1488,84,952,138,137,85,310,329,179,458,1496,1282,393
3/18/2012,2012,3,18,20,1,12,2757,308,1326,2181,1925,1877,87,1425,178,148,74,453,433,158,529,1983,1382,414
3/18/2012,2012,3,18,20,1,13,3063,326,1244,2634,2317,2274,104,1905,212,120,79,416,540,163,603,2212,1525,469
3/18/2012,2012,3,18,20,1,14,3261,324,1275,2747,2816,2430,56,1812,153,124,95,472,566,195,721,1998,1619,505
3/18/2012,2012,3,18,20,1,15,3330,253,1138,2883,2892,2376,77,1857,196,72,94,507,663,212,858,2092,1651,540
3/18/2012,2012,3,18,20,1,16,2962,227,995,2264,2181,2336,77,1684,132,88,74,350,463,161,518,1901,1715,605
3/18/2012,2012,3,18,20,1,17,2756,284,526,1748,1547,1992,48,1703,172,90,87,276,226,119,431,1596,1371,503
3/18/2012,2012,3,18,20,1,18,1922,189,238,727,978,1931,36,1264,62,103,94,369,219,88,715,1542,1141,473
3/18/2012,2012,3,18,20,1,19,1905,188,419,558,756,1814,75,1141,94,178,127,401,174,85,269,4812,1110,449
3/18/2012,2012,3,18,20,1,20,1933,187,453,450,479,1679,84,996,79,169,106,239,133,44,153,2578,1095,303
3/18/2012,2012,3,18,20,1,21,1224,98,247,317,302,1359,90,696,66,72,105,242,105,35,67,920,855,239
3/18/2012,2012,3,18,20,1,22,823,100,174,242,227,874,51,378,57,57,63,142,47,27,54,749,636,182
3/18/2012,2012,3,18,20,1,23,520,53,123,158,139,496,22,247,32,58,29,61,13,7,16,682,514,167
3/19/2012,2012,3,19,10,2,0,228,45,39,53,61,228,12,93,20,13,13,17,11,7,24,197,279,97
3/19/2012,2012,3,19,10,2,1,100,25,27,46,51,94,8,36,25,7,13,10,5,0,3,63,98,14
3/19/2012,2012,3,19,10,2,2,58,9,20,16,20,58,9,13,6,6,11,8,0,0,4,31,53,19
3/19/2012,2012,3,19,10,2,3,39,18,20,14,7,37,0,13,6,5,2,11,8,0,4,38,25,6
3/19/2012,2012,3,19,10,2,4,46,17,5,74,11,18,3,7,1,7,7,4,0,3,5,42,38,29
3/19/2012,2012,3,19,10,2,5,79,70,28,21,23,63,69,19,30,50,23,7,5,20,13,83,136,43
3/19/2012,2012,3,19,10,2,6,234,195,78,93,58,105,549,63,182,485,118,44,12,106,107,305,505,154
3/19/2012,2012,3,19,10,2,7,759,611,343,299,178,299,1766,245,602,1215,354,115,43,310,271,713,1332,397
3/19/2012,2012,3,19,10,2,8,1596,1734,949,789,591,857,5156,771,1623,2681,905,224,78,538,455,1609,3577,1029
3/19/2012,2012,3,19,10,2,9,1962,1303,990,999,766,1113,3260,819,1097,1382,560,152,36,184,208,1006,1942,432
3/19/2012,2012,3,19,10,2,10,2447,677,1459,1620,1108,1172,1000,883,493,499,283,256,121,121,202,851,1214,366
3/19/2012,2012,3,19,10,2,11,2632,678,1741,2272,1737,1687,834,1308,462,386,214,256,153,133,197,1255,1309,444
3/19/2012,2012,3,19,10,2,12,3803,1711,2781,3705,2992,2860,1268,2225,808,1059,549,414,209,535,418,1586,2404,888
3/19/2012,2012,3,19,10,2,13,3909,1857,2945,4130,3592,2846,1716,2544,831,963,453,430,212,475,363,1462,2406,568
3/19/2012,2012,3,19,10,2,14,3839,884,1984,2752,2469,2463,1016,1891,530,426,272,321,170,172,260,1400,1795,430
3/19/2012,2012,3,19,10,2,15,3890,732,1717,2692,2329,2616,1183,1055,565,604,274,216,112,169,235,1377,1907,484
3/19/2012,2012,3,19,10,2,16,3504,782,1568,2646,2205,2637,2418,1838,916,1327,537,211,115,252,300,1706,2468,646
3/19/2012,2012,3,19,10,2,17,3903,1338,1463,2425,2145,2971,4036,2289,1781,2595,828,308,118,577,605,3041,4088,1121
3/19/2012,2012,3,19,10,2,18,2888,882,806,1567,1437,2289,1749,1724,796,962,596,319,157,454,708,1819,2480,767
3/19/2012,2012,3,19,10,2,19,1989,505,456,690,780,1789,560,1288,318,279,254,258,174,168,723,1121,1338,384
3/19/2012,2012,3,19,10,2,20,1452,339,301,441,441,1632,250,1141,138,148,186,249,107,75,283,863,1007,329
3/19/2012,2012,3,19,10,2,21,969,237,207,315,270,1218,135,590,88,72,140,264,90,53,106,911,890,216
3/19/2012,2012,3,19,10,2,22,673,200,172,246,175,748,76,353,98,31,61,87,36,25,79,585,653,203
3/19/2012,2012,3,19,10,2,23,441,122,166,141,83,402,46,197,47,31,79,65,25,15,490,371,382,177
3/20/2012,2012,3,20,10,3,0,167,43,39,38,31,144,14,73,7,17,11,15,8,4,15,109,193,62
3/20/2012,2012,3,20,10,3,1,68,21,15,35,19,77,4,41,1,0,9,8,1,2,7,37,56,20
3/20/2012,2012,3,20,10,3,2,47,10,14,11,17,34,12,21,4,3,5,5,4,1,0,19,49,22
3/20/2012,2012,3,20,10,3,3,25,8,9,5,7,29,2,8,3,1,1,3,0,3,1,19,65,16
3/20/2012,2012,3,20,10,3,4,43,8,9,15,10,18,4,13,1,0,6,4,1,1,27,24,39,28
3/20/2012,2012,3,20,10,3,5,75,47,25,14,19,65,67,27,34,58,31,9,5,26,24,76,124,49
3/20/2012,2012,3,20,10,3,6,237,211,104,112,50,135,578,71,157,559,131,74,32,144,121,339,506,160
3/20/2012,2012,3,20,10,3,7,735,845,377,320,198,304,2129,266,716,1254,367,128,36,314,319,832,1561,478
3/20/2012,2012,3,20,10,3,8,1721,1883,1093,874,676,872,5571,810,1861,2895,988,245,59,560,503,1690,3717,1051
3/20/2012,2012,3,20,10,3,9,1886,1301,1051,907,787,1036,2760,753,1002,1415,557,159,47,200,177,1033,1795,441
